titles,links
Investigating the potential of opportunistic sighting data to inform wildlife conservation strategies,http://biorxiv.org/content/early/2016/09/19/075945
Shrinking of the endangered brown bear Ursus arctos distribution in the French Pyrenees revealed by dynamic occupancy modeling,http://biorxiv.org/content/early/2016/09/19/075895
Genome‑wide Identification and Characterization of Transcription Factors of Basic Leucine Zipper Family in Malus domestica,http://biorxiv.org/content/early/2016/09/19/075994
"Comparison of African, Asian, and American Zika Viruses in Swiss Webster mice: Virulence, neutralizing antibodies, and serotypes",http://biorxiv.org/content/early/2016/09/19/075747
Deriving robust biomarkers from multi-site resting-state data: An Autism-based example,http://biorxiv.org/content/early/2016/09/19/075853
Impact of Sample Type and DNA Isolation Procedure on Genomic Inference of Microbiome Composition,http://biorxiv.org/content/early/2016/09/19/064394
Phylo-Node: a molecular phylogenetic toolkit using Node.js,http://biorxiv.org/content/early/2016/09/19/075101
HIV-1 gag-pol mRNA localization regulates the site of virion assembly,http://biorxiv.org/content/early/2016/09/19/057299
Naïve chicks prefer hollow objects,http://biorxiv.org/content/early/2016/09/19/050799
Dynamic Brain Connectivity Patterns in Conscious and Unconscious Brain,http://biorxiv.org/content/early/2016/09/19/075788
Ripping RNA by Force using Gaussian Network Models,http://biorxiv.org/content/early/2016/09/19/075820
Comprehensive discovery of subsample gene expression components by information explanation: therapeutic implications in cancer,http://biorxiv.org/content/early/2016/09/19/043257
N-Acyl Dopamines Induce Apoptosis in PC12 Cell Line via the O-1918-Sensitive non-CB1-non-CB2 Receptor,http://biorxiv.org/content/early/2016/09/19/075796
Diurnal variation of circulating interleukin-6 in humans: a meta-analysis,http://biorxiv.org/content/early/2016/09/19/042507
Collateral sensitivity networks reveal evolutionary instability and novel treatment strategies in ALK mutated non-small cell lung cancer.,http://biorxiv.org/content/early/2016/09/19/075846
GeRelion: GPU-enhanced parallel implementation of single particle cryo-EM image processing,http://biorxiv.org/content/early/2016/09/19/075887
Landscape of X chromosome inactivation across human tissues,http://biorxiv.org/content/early/2016/09/19/073957
Chromatin Landscapes and Genetic Risk For Juvenile Idiopathic Arthritis,http://biorxiv.org/content/early/2016/09/17/075721
"Quorum sensing integrates environmental cues, cell density and cell history to control bacterial competence",http://biorxiv.org/content/early/2016/09/17/075762
Accurate De Novo Prediction of Protein Contact Map by Ultra-Deep Learning Model,http://biorxiv.org/content/early/2016/09/16/073239
Zfp423 regulates Sonic hedgehog signaling via primary cilium function,http://biorxiv.org/content/early/2016/09/16/046961
Redox potential as a master variable controlling pathways of metal reduction by Geobacter sulfurreducens,http://biorxiv.org/content/early/2016/09/16/043059.1
The species problem from the modeler's point of view,http://biorxiv.org/content/early/2016/09/16/075580
Neuroplasticity of language in left-hemisphere stroke: evidence linking subsecond electrophysiology and structural connections,http://biorxiv.org/content/early/2016/09/16/075333
Assessing Prediction Performance of Neoadjuvant Chemotherapy Response in Bladder Cancer,http://biorxiv.org/content/early/2016/09/16/075705
Better together: a transboundary approach to brown bear monitoring in the Pyrenees,http://biorxiv.org/content/early/2016/09/16/075663
Bursting deep dorsal horn neurons: the pharmacological target for the anti-spastic effects of Zolmitriptan?,http://biorxiv.org/content/early/2016/09/16/075697
Identification of outcome-related driver mutations in cancer using conditional co-occurrence distributions,http://biorxiv.org/content/early/2016/09/16/075408
Evapotranspiration response to land cover and climate change in a Midwest U.S. watershed,http://biorxiv.org/content/early/2016/09/16/075598
Insertional mutagenesis in PLNR9C transgenic mouse: a case report and a review of the literature on cardiac-specific transgenic expression,http://biorxiv.org/content/early/2016/09/16/075671
Length control of filamentous structures in cells by the limiting pool mechanism,http://biorxiv.org/content/early/2016/09/16/075655
Construction of the third generation Zea mays haplotype map,http://biorxiv.org/content/early/2016/09/16/026963
Synaesthesia lost and found: Two cases of person- and music-colour synaesthesia.,http://biorxiv.org/content/early/2016/09/16/074955
Translational plasticity facilitates the accumulation of nonsense genetic variants in the human population,http://biorxiv.org/content/early/2016/09/16/038687
Translational plasticity facilitates the accumulation of nonsense genetic variants in the human population,http://biorxiv.org/content/early/2016/09/16/038687
The impact of recent population history on the deleterious mutation load in humans and close evolutionary relatives,http://biorxiv.org/content/early/2016/09/16/073635
"A generalized quantitative antibody homeostasis model: antigen saturation, natural antibodies and a quantitative antibody network",http://biorxiv.org/content/early/2016/09/16/065748
Suboptimality in perception,http://biorxiv.org/content/early/2016/09/16/060194
Microevolution of Bank Voles (Myodes glareolus) at Neutral and Immune Related Genes During Multiannual Dynamic Cycles: Consequences for Puumala hantavirus Epidemiology,http://biorxiv.org/content/early/2016/09/16/048082
"kWIP: The k-mer Weighted Inner Product, a de novo estimator of genetic similarity",http://biorxiv.org/content/early/2016/09/16/075481
Geometry can provide long-range mechanical guidance for embryogenesis,http://biorxiv.org/content/early/2016/09/16/075309
Aerobic H2 respiration enhances metabolic flexibility of methanotrophic bacteria,http://biorxiv.org/content/early/2016/09/16/075549
Antibiotic susceptibility of bacterial colonies: An assay and experiments with Staphylococcus aureus.,http://biorxiv.org/content/early/2016/09/16/075515
Single variant bottleneck in the early dynamics of H. influenzae bacteremia in neonatal rats questions the theory of independent action,http://biorxiv.org/content/early/2016/09/16/075531
Estimating the Selective Effect of Heterozygous Protein Truncating Variants from Human Exome Data,http://biorxiv.org/content/early/2016/09/16/075523
Lipid metabolic perturbation is an early-onset phenotype in adult spin mutants: a Drosophila model for lysosomal storage disorders,http://biorxiv.org/content/early/2016/09/16/075556
Application of the stochastic labeling methods with random-sequence barcodes for simultaneous quantification and sequencing of environmental 16S rRNA genes,http://biorxiv.org/content/early/2016/09/16/072298
Virus genomes reveal the factors that spread and sustained the West African Ebola epidemic.,http://biorxiv.org/content/early/2016/09/16/071779
A generalized quantitative antibody homeostasis model: regulation of B-cell development by BCR saturation and novel insights into bone marrow function,http://biorxiv.org/content/early/2016/09/16/065730
HydDB: A web tool for hydrogenase classification and analysis,http://biorxiv.org/content/early/2016/09/16/061994
PRDM9 forms a multiprotein complex tethering recombination hotspots to the chromosomal axis,http://biorxiv.org/content/early/2016/09/16/056713
State-dependent modulation of functional connectivity in early blind individuals,http://biorxiv.org/content/early/2016/09/16/075465
Signatures of positive selection and local adaptation to urbanization in white-footed mice (Peromyscus leucopus),http://biorxiv.org/content/early/2016/09/15/038141
Monoallelic methylation and allele specific expression in a social insect,http://biorxiv.org/content/early/2016/09/15/022657
Identification of Successful Mentoring Communities using Network-based Analysis of Mentor-Mentee Relationships across Nobel Laureates,http://biorxiv.org/content/early/2016/09/15/075432
Noise-processing by signaling networks,http://biorxiv.org/content/early/2016/09/15/075366
Homeostasis of columnar synchronization during cortical map formation,http://biorxiv.org/content/early/2016/09/15/075341
Identification of misclassified ClinVar variants using disease population prevalence,http://biorxiv.org/content/early/2016/09/15/075416
Selective activation of ganglion cells without axon bundles using epiretinal electrical stimulation,http://biorxiv.org/content/early/2016/09/15/075283
The Real-time fMRI Neurofeedback Based Stratification of Default Network Regulation Neuroimaging Data Repository.,http://biorxiv.org/content/early/2016/09/15/075275
MCbiclust: a novel algorithm to discover large-scale functionally related gene sets from massive transcriptomics data collections,http://biorxiv.org/content/early/2016/09/15/075374
The Drosophila Gene Expression Tool (DGET) for expression analyses,http://biorxiv.org/content/early/2016/09/15/075358
A neuropeptide modulates sensory perception in the entomopathogenic nematode Steinernema carpocapsae,http://biorxiv.org/content/early/2016/09/15/061101
"Metatranscriptomics supports mechanism for biocathode electroautotrophy by ""Candidatus Tenderia electrophaga""",http://biorxiv.org/content/early/2016/09/15/074997
Functional consequences of pre- and postsynaptic expression of synaptic plasticity,http://biorxiv.org/content/early/2016/09/15/075317
Minimal Tool Set for a Prokaryotic Circadian Clock,http://biorxiv.org/content/early/2016/09/15/075291
Biosynthesis of the Antibiotic Nonribosomal Peptide Penicillin in Baker's Yeast,http://biorxiv.org/content/early/2016/09/15/075325
Sharing brain mapping statistical results with the neuroimaging data model,http://biorxiv.org/content/early/2016/09/15/041798
ENVIREM: An expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling,http://biorxiv.org/content/early/2016/09/14/075200
Solving the influence maximization problem reveals regulatory organization of the yeast cell cycle.,http://biorxiv.org/content/early/2016/09/14/075069
Catalyzed Synthesis of Zinc Clays by Prebiotic Central Metabolites,http://biorxiv.org/content/early/2016/09/14/075176
Using a structural root system model for an in-depth assessment of root image analysis pipeline,http://biorxiv.org/content/early/2016/09/14/074922
Numericware i: Identical in state matrix calculator,http://biorxiv.org/content/early/2016/09/14/075267
